Fetching Dependent Repos
com.alipay.sofa:hessian - https://github.com/alipay/sofa-hessian - 30
sofastack/sofa-bolt: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sofastack/sofa-bolt', 'stargazers_count': 2356, 'forks_count': 853, 'subscribers_count': 161}
ActiveCampaign/postmark-java: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ActiveCampaign/postmark-java', 'stargazers_count': 35, 'forks_count': 21, 'subscribers_count': 10}
ezbz/projectx: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ezbz/projectx', 'stargazers_count': 25, 'forks_count': 17, 'subscribers_count': 4}
yangguang2014/distributedCrawler: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yangguang2014/distributedCrawler', 'stargazers_count': 21, 'forks_count': 26, 'subscribers_count': 3}
GluuFederation/casa: {'archived': False, 'fork': False, 'html_url': 'https://github.com/GluuFederation/casa', 'stargazers_count': 15, 'forks_count': 7, 'subscribers_count': 19}
terrestris/shogun: {'archived': False, 'fork': False, 'html_url': 'https://github.com/terrestris/shogun', 'stargazers_count': 14, 'forks_count': 14, 'subscribers_count': 16}
yop-platform/yop-java-sdk: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yop-platform/yop-java-sdk', 'stargazers_count': 12, 'forks_count': 12, 'subscribers_count': 1}
hyperlearningai/ontopop: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hyperlearningai/ontopop', 'stargazers_count': 11, 'forks_count': 0, 'subscribers_count': 2}
YahooArchive/druid-extensions: {'archived': True, 'fork': False, 'html_url': 'https://github.com/YahooArchive/druid-extensions', 'stargazers_count': 10, 'forks_count': 6, 'subscribers_count': 17}
DigitalPebble/textclassification-examples: {'archived': False, 'fork': False, 'html_url': 'https://github.com/DigitalPebble/textclassification-examples', 'stargazers_count': 10, 'forks_count': 3, 'subscribers_count': 1}
bobaoapae/wpp-api-ws: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bobaoapae/wpp-api-ws', 'stargazers_count': 9, 'forks_count': 6, 'subscribers_count': 2}
wenqiglantz/order-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wenqiglantz/order-service', 'stargazers_count': 8, 'forks_count': 7, 'subscribers_count': 2}
lifeinwild/tenyu: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lifeinwild/tenyu', 'stargazers_count': 8, 'forks_count': 2, 'subscribers_count': 3}
mesut/BookApp: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mesut/BookApp', 'stargazers_count': 8, 'forks_count': 4, 'subscribers_count': 2}
regestaexe/bygle-ldp: {'archived': False, 'fork': False, 'html_url': 'https://github.com/regestaexe/bygle-ldp', 'stargazers_count': 7, 'forks_count': 0, 'subscribers_count': 7}
kuehne-trustable-de/ca3sCore: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kuehne-trustable-de/ca3sCore', 'stargazers_count': 7, 'forks_count': 2, 'subscribers_count': 3}
SummerBootFramework/jExpress: {'archived': False, 'fork': False, 'html_url': 'https://github.com/SummerBootFramework/jExpress', 'stargazers_count': 6, 'forks_count': 0, 'subscribers_count': 3}
winstonelei/Smt: {'archived': False, 'fork': False, 'html_url': 'https://github.com/winstonelei/Smt', 'stargazers_count': 6, 'forks_count': 0, 'subscribers_count': 2}
gdebasis/qpp-eval: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gdebasis/qpp-eval', 'stargazers_count': 5, 'forks_count': 1, 'subscribers_count': 4}
kem709394/mango: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kem709394/mango', 'stargazers_count': 4, 'forks_count': 2, 'subscribers_count': 2}
navikt/foreldrepengesoknad-api: {'archived': False, 'fork': False, 'html_url': 'https://github.com/navikt/foreldrepengesoknad-api', 'stargazers_count': 4, 'forks_count': 3, 'subscribers_count': 9}
eubrazilcc/leishmaniasis-virtual-lab: {'archived': False, 'fork': False, 'html_url': 'https://github.com/eubrazilcc/leishmaniasis-virtual-lab', 'stargazers_count': 4, 'forks_count': 0, 'subscribers_count': 5}
kwatters/brigade: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kwatters/brigade', 'stargazers_count': 3, 'forks_count': 4, 'subscribers_count': 7}
Crown-Commercial-Service/ccs-scale-cat-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Crown-Commercial-Service/ccs-scale-cat-service', 'stargazers_count': 3, 'forks_count': 1, 'subscribers_count': 4}
Onlineberatung/onlineBeratung-uploadService: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Onlineberatung/onlineBeratung-uploadService', 'stargazers_count': 3, 'forks_count': 3, 'subscribers_count': 2}
kb-dk/summa: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kb-dk/summa', 'stargazers_count': 3, 'forks_count': 3, 'subscribers_count': 6}
exoplatform/exo-es-embedded: {'archived': True, 'fork': False, 'html_url': 'https://github.com/exoplatform/exo-es-embedded', 'stargazers_count': 2, 'forks_count': 3, 'subscribers_count': 62}
wf4ever/epnoi: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wf4ever/epnoi', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 26}
MazarineBlue/MazarineBlue: {'archived': False, 'fork': False, 'html_url': 'https://github.com/MazarineBlue/MazarineBlue', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 3}
edipermadi/blobfish: {'archived': False, 'fork': False, 'html_url': 'https://github.com/edipermadi/blobfish', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 2}
navikt/soknad-kontantstotte-api: {'archived': True, 'fork': False, 'html_url': 'https://github.com/navikt/soknad-kontantstotte-api', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 14}
TAMULib/CAP: {'archived': False, 'fork': False, 'html_url': 'https://github.com/TAMULib/CAP', 'stargazers_count': 2, 'forks_count': 2, 'subscribers_count': 12}
lucee/extension-hibernate: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lucee/extension-hibernate', 'stargazers_count': 2, 'forks_count': 11, 'subscribers_count': 14}
rohitiwari30oct/Electronic-Document-Management-System: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rohitiwari30oct/Electronic-Document-Management-System', 'stargazers_count': 2, 'forks_count': 2, 'subscribers_count': 2}
entando/entando-plugin-jacms: {'archived': False, 'fork': False, 'html_url': 'https://github.com/entando/entando-plugin-jacms', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 8}
mkrishna4u/smart-testauto-framework: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mkrishna4u/smart-testauto-framework', 'stargazers_count': 1, 'forks_count': 3, 'subscribers_count': 2}
genny-project/media-proxy: {'archived': True, 'fork': False, 'html_url': 'https://github.com/genny-project/media-proxy', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 9}
sjh910203/portfolio-v2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sjh910203/portfolio-v2', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
UyCoder/Selenium_Test_Automation: {'archived': False, 'fork': False, 'html_url': 'https://github.com/UyCoder/Selenium_Test_Automation', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
statisticsnorway/dapla-dlp-pseudo-core: {'archived': False, 'fork': False, 'html_url': 'https://github.com/statisticsnorway/dapla-dlp-pseudo-core', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 13}
Alipsa/gade: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Alipsa/gade', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 3}
mirkosertic/EasyDAV: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mirkosertic/EasyDAV', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 2}
jefferyyuan/nutch2.misc: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jefferyyuan/nutch2.misc', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 1}
eFaps/eFaps-WebApp: {'archived': False, 'fork': False, 'html_url': 'https://github.com/eFaps/eFaps-WebApp', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 4}
cai2yy/cocean: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cai2yy/cocean', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
aliwumi/DataDefender: {'archived': False, 'fork': True, 'html_url': 'https://github.com/aliwumi/DataDefender', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
LeanThoughts/lms-enquiry: {'archived': False, 'fork': False, 'html_url': 'https://github.com/LeanThoughts/lms-enquiry', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 5}
nikbat/feedmanager: {'archived': False, 'fork': False, 'html_url': 'https://github.com/nikbat/feedmanager', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
bingwong2010/nutch: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bingwong2010/nutch', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
shreyasDarwhatkar/crawler-app: {'archived': False, 'fork': False, 'html_url': 'https://github.com/shreyasDarwhatkar/crawler-app', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 4}
DANS-KNAW/dd-ingest-flow: {'archived': False, 'fork': False, 'html_url': 'https://github.com/DANS-KNAW/dd-ingest-flow', 'stargazers_count': 0, 'forks_count': 7, 'subscribers_count': 6}
Les-Sagas-MP3/core: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Les-Sagas-MP3/core', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 2}
cocoon923/uip-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cocoon923/uip-test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 4}
drewpope/nutch: {'archived': False, 'fork': False, 'html_url': 'https://github.com/drewpope/nutch', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Hartorn/htf-core: {'archived': True, 'fork': False, 'html_url': 'https://github.com/Hartorn/htf-core', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
annie-zhou/caisi19: {'archived': False, 'fork': False, 'html_url': 'https://github.com/annie-zhou/caisi19', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
naqichuan/doox: {'archived': False, 'fork': False, 'html_url': 'https://github.com/naqichuan/doox', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
xiaoZhong-gif/mall: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xiaoZhong-gif/mall', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
arseniy-poltev/CMIS_Service-Java-angular: {'archived': False, 'fork': False, 'html_url': 'https://github.com/arseniy-poltev/CMIS_Service-Java-angular', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
reactome/curator-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/reactome/curator-service', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 4}
RidingMate/RidingMate-BackEnd-Spring: {'archived': False, 'fork': False, 'html_url': 'https://github.com/RidingMate/RidingMate-BackEnd-Spring', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
anilkumar1206/Anil-Practice: {'archived': False, 'fork': False, 'html_url': 'https://github.com/anilkumar1206/Anil-Practice', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
vietbacneu/BASE_BE: {'archived': False, 'fork': False, 'html_url': 'https://github.com/vietbacneu/BASE_BE', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
putyesz/TothBence: {'archived': False, 'fork': False, 'html_url': 'https://github.com/putyesz/TothBence', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
zhangshixu209/qiaoyang: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zhangshixu209/qiaoyang', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
zhangshixu209/qiaoYangPro: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zhangshixu209/qiaoYangPro', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
innovation-hub-bergisches-rheinland/prox-company-profile-service: {'archived': True, 'fork': False, 'html_url': 'https://github.com/innovation-hub-bergisches-rheinland/prox-company-profile-service', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
greyshine/java-utils: {'archived': False, 'fork': False, 'html_url': 'https://github.com/greyshine/java-utils', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
raulmanzano/tika-exiftool: {'archived': False, 'fork': False, 'html_url': 'https://github.com/raulmanzano/tika-exiftool', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
raulmanzano/tika-exiftool: {'archived': False, 'fork': False, 'html_url': 'https://github.com/raulmanzano/tika-exiftool', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
praneethreddyb/SpringBasicSetup: {'archived': False, 'fork': False, 'html_url': 'https://github.com/praneethreddyb/SpringBasicSetup', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 0}
NASA-PDS/registry-mgr-solr: {'archived': True, 'fork': False, 'html_url': 'https://github.com/NASA-PDS/registry-mgr-solr', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 11}
traderDreamer/Citi-Pdf-Reader: {'archived': False, 'fork': False, 'html_url': 'https://github.com/traderDreamer/Citi-Pdf-Reader', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ollionorg/kite-gcp: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ollionorg/kite-gcp', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 11}
ParserLabs/IntegrationServices: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ParserLabs/IntegrationServices', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 9}
skodanga/crawler-commons: {'archived': False, 'fork': False, 'html_url': 'https://github.com/skodanga/crawler-commons', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Apparition2018/epitome: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Apparition2018/epitome', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
grinfox1/Rozetka: {'archived': False, 'fork': False, 'html_url': 'https://github.com/grinfox1/Rozetka', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
kacperkasztelanic/carcare-server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kacperkasztelanic/carcare-server', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
thetdgroup/textextractionadapter: {'archived': False, 'fork': False, 'html_url': 'https://github.com/thetdgroup/textextractionadapter', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 4}
psundaram/HostedFax: {'archived': False, 'fork': False, 'html_url': 'https://github.com/psundaram/HostedFax', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
gcreddymca/nutchcodebase: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gcreddymca/nutchcodebase', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
beckerdo/MetaRenamer: {'archived': False, 'fork': False, 'html_url': 'https://github.com/beckerdo/MetaRenamer', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
gattaka/common: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gattaka/common', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
aspose-imaging-cloud/aspose-imaging-cloud-java: {'archived': False, 'fork': False, 'html_url': 'https://github.com/aspose-imaging-cloud/aspose-imaging-cloud-java', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 4}
ptdunlap/cormac: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ptdunlap/cormac', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
wylazy/nutch: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wylazy/nutch', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
lutece-platform/lutece-search-library-lucene: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lutece-platform/lutece-search-library-lucene', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 35}
jsoagger/jsoagger-core: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jsoagger/jsoagger-core', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
TAMULib/MagpieService: {'archived': False, 'fork': False, 'html_url': 'https://github.com/TAMULib/MagpieService', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 12}
MehrCurry/assets: {'archived': False, 'fork': False, 'html_url': 'https://github.com/MehrCurry/assets', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
biodiv-platform/biodiv-files: {'archived': False, 'fork': False, 'html_url': 'https://github.com/biodiv-platform/biodiv-files', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 13}
BryanYeh/Our-Search-Engine: {'archived': False, 'fork': False, 'html_url': 'https://github.com/BryanYeh/Our-Search-Engine', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
